url,source_page,alt,title,local_file,bytes,error
https://sprayway-tpr.com/vnt_upload/weblink/for_web_4.png,https://sprayway-tpr.com/en/about/partners.html,,,assets/838f760372ca7303.png,83052,
https://sprayway-tpr.com/vnt_upload/weblink/for_web_5.png,https://sprayway-tpr.com/en/about/partners.html,,,assets/4a90d1045f5ca2f4.png,100432,
https://sprayway-tpr.com/vnt_upload/weblink/POST_WEBSITE_OSAKA_449_x_309.jpg,https://sprayway-tpr.com/cn/about/partners.html,INVITATION JIAM OSAKA JAPAN 2024,INVITATION JIAM OSAKA JAPAN 2024,assets/7435597b0999e4a9.jpg,199223,
https://sprayway-tpr.com/vnt_upload/weblink/POST_WEBSITE_GTB_BANGLADESH_2025.jpg,https://sprayway-tpr.com/cn/about/partners.html,INVITATION GTB BANGLADESH,INVITATION GTB BANGLADESH,assets/224372a9a07ff6d8.jpg,241538,
https://sprayway-tpr.com/vnt_upload/weblink/WEBSITE_SAIGONTEX_2025_NHE.jpg,https://sprayway-tpr.com/cn/about/partners.html,SAIGONTEX-SAIGONFABRIC 2025,SAIGONTEX-SAIGONFABRIC 2025,assets/68633bcd77e0f42c.jpg,233480,
https://sprayway-tpr.com/vnt_upload/weblink/WEBSITE_INDOTEX_2025_NHE.jpg,https://sprayway-tpr.com/cn/about/partners.html,INVITATION INDO INTERTEX 2025,INVITATION INDO INTERTEX 2025,assets/d78c14096661be91.jpg,199778,
https://sprayway-tpr.com/vnt_upload/weblink/WEBSITE_ATLANTA_01.jpg,https://sprayway-tpr.com/cn/about/partners.html,INVITATION TEXPROCESS AMERICAS,INVITATION TEXPROCESS AMERICAS,assets/ede033204c3e488d.jpg,222675,
https://sprayway-tpr.com/vnt_upload/weblink/WEBSITE_SHOES_LEATHER_VN_WEBSITE_3.jpg,https://sprayway-tpr.com/en/about/partners.html,INVITATION SHOES LEATHER VIET NAM,INVITATION SHOES LEATHER VIET NAM,assets/b4e60537c71268ca.jpg,190289,
https://sprayway-tpr.com/vnt_upload/weblink/WEBSITE.jpg,https://sprayway-tpr.com/cn/about/partners.html,INVITATION CTG THE 9TH CAMBODIA INT'L,INVITATION CTG THE 9TH CAMBODIA INT'L,assets/9804d5154db67bec.jpg,224198,
https://sprayway-tpr.com/vnt_upload/weblink/THONG_BAO_DANG_WEBSITE_2.jpg,https://sprayway-tpr.com/cn/about/partners.html,THÔNG BÁO NGHỈ LỄ QUỐC KHÁNH 2/9,THÔNG BÁO NGHỈ LỄ QUỐC KHÁNH 2/9,assets/206453702a160d23.jpg,5172189,
https://sprayway-tpr.com/vnt_upload/weblink/1_4_x.jpg,https://sprayway-tpr.com/cn/about/partners.html,TEXTECH BANGLADESH INTERNATIONAL EXPO 2024,TEXTECH BANGLADESH INTERNATIONAL EXPO 2024,assets/0e294b5db76ce99c.jpg,43538,
https://sprayway-tpr.com/vnt_upload/weblink/1_5_x_3.jpg,https://sprayway-tpr.com/en/about/partners.html,VTG THE 22ST VIETNAM INTERNATION TEXTILE & GARMENT INDUSTRY EXHIBITION,VTG THE 22ST VIETNAM INTERNATION TEXTILE & GARMENT INDUSTRY EXHIBITION,assets/07b5b339a59aaaaf.jpg,75006,
https://sprayway-tpr.com/vnt_upload/product/03_2024/thumbs/140_195.jpg,https://sprayway-tpr.com/cn/product/548/%E5%B7%A5%E4%B8%9A%E5%89%AA%E5%88%80%2017cm%20LDH-X3.html,,,assets/bad89572185729ea.jpg,4563,
https://sprayway-tpr.com/vnt_upload/product/10_2015/thumbs/140_sw063.png,https://sprayway-tpr.com/en/product/brand/-1.html?p=10,063- C-60 SOLVENT CLEANER & DEGREASER,063- C-60 SOLVENT CLEANER & DEGREASER,assets/30453b51ed400a99.png,21128,
https://sprayway-tpr.com/vnt_upload/product/06_2024/thumbs/200_050_1.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/6384055eb47517b3.jpg,4374,
https://sprayway-tpr.com/vnt_upload/product/11_2016/thumbs/200_805.jpg,https://sprayway-tpr.com/en/about/partners.html,,,assets/1e86c0fb5b9ee34f.jpg,4475,
https://sprayway-tpr.com/vnt_upload/news/08_2018/thumbs/special_event_1_1.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/2956cac15e849367.jpg,3493,
https://sprayway-tpr.com/vnt_upload/news/04_2018/thumbs/Textile_Garment_LOGO.png,https://sprayway-tpr.com/cn/about/partners.html,,,assets/c05736906955037e.png,6220,
https://sprayway-tpr.com/vnt_upload/news/03_2018/thumbs/Techprocess_USA_Logo.png,https://sprayway-tpr.com/cn/about/partners.html,,,assets/f5d97853c58d0828.png,18345,
https://sprayway-tpr.com/vnt_upload/news/07_2017/thumbs/special_event_3.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/1b35ea910ff962ee.jpg,3559,
https://sprayway-tpr.com/vnt_upload/news/07_2017/thumbs/special_event_2.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/461b3f15a161db85.jpg,3559,
https://sprayway-tpr.com/vnt_upload/news/07_2017/thumbs/special_event_1.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/dd487ac37edcc6a3.jpg,3559,
https://sprayway-tpr.com/vnt_upload/news/07_2017/thumbs/special_event.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/0dc077b412200bf2.jpg,3559,
https://sprayway-tpr.com/vnt_upload/news/10_2016/thumbs/Saigontex_01.jpg,https://sprayway-tpr.com/en/about/partners.html,,,assets/efd81a3b1193a3ce.jpg,2873,
https://sprayway-tpr.com/vnt_upload/news/11_2016/thumbs/Logo.jpg,https://sprayway-tpr.com/en/about/partners.html,,,assets/0eab386a9f16b485.jpg,1785,
https://sprayway-tpr.com/vnt_upload/news/10_2016/thumbs/message_icon_clipart_best_9xVl7Z_clipart.png,https://sprayway-tpr.com/cn/about/partners.html,,,assets/4b6f8ffc858d95e7.png,7455,
https://sprayway-tpr.com/vnt_upload/news/04_2015/thumbs/VBHCM.png,https://sprayway-tpr.com/cn/about/partners.html,,,assets/8f2bcdbae0a43a15.png,9382,
https://sprayway-tpr.com/vnt_upload/news/12_2014/thumbs/DITF_2015.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/9d6623c471a85d7a.jpg,3900,
https://sprayway-tpr.com/vnt_upload/news/10_2014/thumbs/AAMA_TEX2014_logo_for_website.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/a31704c57976a57c.jpg,3569,
https://sprayway-tpr.com/vnt_upload/File/Image/bo_cong_thuong_1.png,https://sprayway-tpr.com/en/product/brand/pneumatic_vacuum_dust_collector-37.html,,,assets/3b9b710663a03b01.png,9714,
https://sprayway-tpr.com/vnt_upload/weblink/share5.gif,https://sprayway-tpr.com/cn/product/495/066-tpr-%E5%8F%B7%E9%9B%BE%E7%8A%B6%E5%96%B7%E8%83%B6.html,In,,assets/d911b535b61ad92f.gif,1602,
https://sprayway-tpr.com/vnt_upload/weblink/share6.gif,https://sprayway-tpr.com/cn/product/495/066-tpr-%E5%8F%B7%E9%9B%BE%E7%8A%B6%E5%96%B7%E8%83%B6.html,Rss,,assets/5e8bae3066ca5fc5.gif,1622,
https://sprayway-tpr.com/vnt_upload/weblink/1623831450_1.png,https://sprayway-tpr.com/cn/product/495/066-tpr-%E5%8F%B7%E9%9B%BE%E7%8A%B6%E5%96%B7%E8%83%B6.html,,,assets/ab5b63d371ea9f2f.png,59897,
https://sprayway-tpr.com/vnt_upload/weblink/ngh_l_30_04_01_2.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/45424490001e6417.jpg,115752,
https://sprayway-tpr.com/vnt_upload/weblink/1_6_X_3.jpg,https://sprayway-tpr.com/cn/about/partners.html,JIAM 2024 OSAKA,JIAM 2024 OSAKA,assets/1f1e28de8c9a099d.jpg,53810,
https://sprayway-tpr.com/vnt_upload/weblink/POST_WEBSITE_HANOITEX_2024_01_2.jpg,https://sprayway-tpr.com/cn/about/partners.html,,,assets/d9752c1bf4c314ce.jpg,220284,
https://sprayway-tpr.com/vnt_upload/weblink/THONG_BAO_DANG_WEBSITE.jpg,https://sprayway-tpr.com/cn/about/partners.html,假期通知 – 2025年4月30日和5月1日,假期通知 – 2025年4月30日和5月1日,assets/225814ea59687f60.jpg,5185200,
